sessie_ID;campagne_ID;bezoeker_ID;starttijd_bezoek;eindtijd_bezoek;totale_tijd_bezoek;kliks_op_site_elementen;paginas_bekeken;apparaat;land;stad;verkeers_bron;conversie
911;3;152;04-01-2001 14:26;04-01-2001 14:34;8;20;11;2;NL;8;3;0
912;3;970;04-01-2001 14:38;04-01-2001 14:42;4;20;12;7;NL;4;4;0
913;1;2835;04-01-2001 14:40;04-01-2001 15:00;20;18;10;5;NL;9;3;0
914;2;2179;04-01-2001 14:54;04-01-2001 15:01;7;10;5;6;NL;4;2;0
915;1;235;04-01-2001 14:55;04-01-2001 15:17;22;16;9;4;NL;4;3;0
916;3;1107;04-01-2001 14:59;04-01-2001 15:27;28;19;11;6;NL;8;3;1
917;1;2612;04-01-2001 15:15;04-01-2001 15:36;21;17;10;6;NL;8;1;0
918;1;511;04-01-2001 15:15;04-01-2001 15:38;23;17;10;2;NL;3;1;0
919;1;2271;04-01-2001 15:20;04-01-2001 15:35;15;18;10;7;NL;8;1;0
920;3;963;04-01-2001 15:21;04-01-2001 15:32;11;20;12;5;NL;3;1;0
921;2;1431;04-01-2001 15:25;04-01-2001 15:43;18;11;6;6;NL;9;4;0
922;3;2630;04-01-2001 15:29;04-01-2001 15:40;11;21;12;6;NL;1;2;0
923;3;2017;04-01-2001 15:42;04-01-2001 16:08;26;20;12;7;NL;6;2;1
924;2;850;04-01-2001 15:42;04-01-2001 15:56;14;10;5;3;NL;2;2;0
925;3;27;04-01-2001 15:58;04-01-2001 16:13;15;18;11;1;NL;7;2;0
926;3;705;04-01-2001 15:59;04-01-2001 16:19;20;19;11;2;NL;9;3;0
927;3;1253;04-01-2001 16:03;04-01-2001 16:09;6;20;10;9;NL;7;1;0
928;3;401;04-01-2001 16:06;04-01-2001 16:23;17;20;12;3;NL;4;3;0
929;3;2646;04-01-2001 16:09;04-01-2001 16:31;22;20;11;3;NL;8;4;0
930;1;166;04-01-2001 16:20;04-01-2001 16:43;23;18;11;8;NL;2;4;0
931;1;1622;04-01-2001 16:26;04-01-2001 16:33;7;18;10;3;NL;5;2;0
932;1;2930;04-01-2001 16:31;04-01-2001 16:33;2;17;10;5;NL;9;4;0
933;2;1005;04-01-2001 16:33;04-01-2001 16:39;6;9;6;4;NL;4;1;0
934;3;1610;04-01-2001 16:34;04-01-2001 16:58;24;19;11;6;NL;1;1;0
935;1;221;04-01-2001 16:37;04-01-2001 16:45;8;18;10;6;NL;4;2;0
936;1;2189;04-01-2001 16:38;04-01-2001 16:40;2;17;10;5;NL;5;1;1
937;3;2932;04-01-2001 16:40;04-01-2001 16:58;18;19;12;5;NL;8;2;0
938;3;2319;04-01-2001 16:46;04-01-2001 17:12;26;18;11;8;NL;8;4;0
939;3;449;04-01-2001 16:50;04-01-2001 16:57;7;19;12;6;NL;4;4;0
940;3;1057;04-01-2001 16:54;04-01-2001 16:56;2;19;12;5;NL;7;2;1
941;3;2170;04-01-2001 16:55;04-01-2001 17:00;5;19;13;8;NL;2;2;0
942;3;2396;04-01-2001 17:08;04-01-2001 17:12;4;19;12;1;NL;2;2;0
943;1;1210;04-01-2001 17:11;04-01-2001 17:17;6;17;11;8;NL;6;1;0
944;3;2884;04-01-2001 17:14;04-01-2001 17:20;6;19;12;2;NL;7;1;1
945;2;611;04-01-2001 17:17;04-01-2001 17:36;19;9;6;3;NL;8;4;0
946;2;2225;04-01-2001 17:20;04-01-2001 17:27;7;10;7;1;NL;6;3;0
947;1;1489;04-01-2001 17:25;04-01-2001 17:41;16;18;10;6;NL;2;3;0
948;3;2135;04-01-2001 17:42;04-01-2001 17:54;12;20;11;8;NL;7;2;0
949;2;1788;04-01-2001 17:43;04-01-2001 18:02;19;10;4;4;NL;4;4;0
950;3;1297;04-01-2001 18:08;04-01-2001 18:28;20;20;11;6;NL;3;1;0
951;2;2446;04-01-2001 18:14;04-01-2001 18:32;18;10;5;4;NL;4;4;0
952;3;2524;04-01-2001 18:16;04-01-2001 18:42;26;21;12;7;NL;8;3;0
953;1;2451;04-01-2001 18:17;04-01-2001 18:23;6;19;10;9;NL;2;2;0
954;1;267;04-01-2001 18:20;04-01-2001 18:36;16;19;11;7;NL;6;4;0
955;1;1269;04-01-2001 18:33;04-01-2001 18:45;12;18;11;4;NL;1;2;0
956;1;2249;04-01-2001 18:35;04-01-2001 18:51;16;17;11;8;NL;7;2;0
957;1;2600;04-01-2001 18:47;04-01-2001 18:52;5;17;12;1;NL;2;3;0
958;2;1086;04-01-2001 18:49;04-01-2001 18:59;10;10;6;9;NL;9;3;0
959;3;2221;04-01-2001 18:52;04-01-2001 19:20;28;21;12;8;NL;8;3;0
960;3;1698;04-01-2001 18:53;04-01-2001 19:17;24;21;12;6;NL;8;2;1
961;3;662;04-01-2001 18:59;04-01-2001 19:12;13;21;12;6;NL;4;2;1
962;3;2678;04-01-2001 19:10;04-01-2001 19:14;4;19;11;3;NL;8;2;0
963;3;1334;04-01-2001 19:12;04-01-2001 19:31;19;19;11;4;NL;2;4;0
964;3;1815;04-01-2001 19:29;04-01-2001 19:38;9;20;12;1;NL;3;2;1
965;1;865;04-01-2001 19:33;04-01-2001 19:43;10;18;11;4;NL;2;4;0
966;3;77;04-01-2001 19:39;04-01-2001 19:42;3;20;13;6;NL;1;1;0
967;1;1359;04-01-2001 19:40;04-01-2001 19:49;9;18;12;4;NL;4;1;0
968;1;2168;04-01-2001 19:51;04-01-2001 19:58;7;18;11;7;NL;6;2;0
969;3;982;04-01-2001 19:59;04-01-2001 20:00;1;20;13;8;NL;8;1;0
970;3;2787;04-01-2001 20:03;04-01-2001 20:21;18;20;12;6;NL;1;4;1
971;3;2250;04-01-2001 20:13;04-01-2001 20:42;29;20;12;4;NL;4;2;0
972;3;1926;04-01-2001 20:17;04-01-2001 20:21;4;20;13;3;NL;7;1;0
973;3;2420;04-01-2001 20:18;04-01-2001 20:20;2;20;12;5;NL;2;3;0
974;3;2584;04-01-2001 20:22;04-01-2001 20:25;3;20;13;7;NL;7;4;0
975;1;2163;04-01-2001 20:26;04-01-2001 20:42;16;19;12;2;NL;6;4;0
976;3;2476;04-01-2001 20:40;04-01-2001 21:04;24;21;13;5;NL;6;1;1
977;3;2140;04-01-2001 20:46;04-01-2001 20:55;9;22;13;4;NL;2;4;0
978;3;2584;04-01-2001 20:46;04-01-2001 20:50;4;21;14;3;NL;2;2;0
979;3;312;04-01-2001 20:49;04-01-2001 20:52;3;20;14;3;NL;8;4;0
980;1;1032;04-01-2001 20:51;04-01-2001 21:09;18;19;12;8;NL;8;3;0
981;3;2663;04-01-2001 21:00;04-01-2001 21:11;11;21;13;4;NL;5;3;0
982;2;1423;04-01-2001 21:05;04-01-2001 21:16;11;11;7;6;NL;6;4;0
983;1;45;04-01-2001 21:19;04-01-2001 21:26;7;19;12;1;NL;5;4;0
984;2;2544;04-01-2001 21:23;04-01-2001 21:49;26;10;7;3;NL;5;1;0
985;3;1967;04-01-2001 22:04;04-01-2001 22:15;11;21;12;3;NL;7;3;0
986;2;2731;04-01-2001 22:14;04-01-2001 22:35;21;11;7;3;NL;6;1;0
987;3;49;04-01-2001 22:32;04-01-2001 22:54;22;21;14;8;NL;2;4;1
988;1;441;04-01-2001 22:34;04-01-2001 22:36;2;18;12;6;NL;1;3;1
989;3;1531;04-01-2001 22:43;04-01-2001 22:51;8;21;13;9;NL;8;1;0
990;3;545;04-01-2001 22:47;04-01-2001 23:13;26;21;13;4;NL;7;2;1
991;3;1562;04-01-2001 22:53;04-01-2001 23:19;26;22;13;7;NL;2;4;0
992;1;1041;04-01-2001 22:55;04-01-2001 23:08;13;19;12;2;NL;1;3;0
993;3;631;04-01-2001 23:01;04-01-2001 23:06;5;21;13;8;NL;2;1;0
994;3;2311;04-01-2001 23:04;04-01-2001 23:13;9;21;13;6;NL;6;4;0
995;3;117;04-01-2001 23:18;04-01-2001 23:46;28;21;13;1;NL;6;3;0
996;3;2625;04-01-2001 23:33;04-01-2001 23:53;20;21;13;7;NL;2;1;0
997;1;462;04-01-2001 23:38;04-01-2001 23:41;3;20;12;5;NL;2;2;0
998;3;1741;04-01-2001 23:40;05-01-2001 00:01;21;22;13;1;NL;2;4;0
999;3;2974;04-01-2001 23:43;04-01-2001 23:48;5;22;13;8;NL;4;2;0
1000;2;340;04-01-2001 23:59;05-01-2001 00:08;9;11;7;5;NL;3;1;0
